YEAR,LOCATION,"STATE ANSI","ASD CODE","COUNTY ANSI","REFERENCE PERIOD",COMMODITY,"AREA HARVESTED in ACRES","PRODUCTION in BU","YIELD in BU / ACRE","AREA PLANTED in ACRES","PRODUCTION in $","PRODUCTION in TONS","YIELD in TONS / ACRE","PRICE RECEIVED in $ / BU"
2002,OREGON,41," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",2.88
2002,PENNSYLVANIA,42," "," ",YEAR,"CORN, GRAIN","840,000","57,120,000",68," ","169,646,000"," "," "," "
2002,PENNSYLVANIA,42," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",2.97
2002,"SOUTH CAROLINA",45," "," ",YEAR,"CORN, GRAIN","260,000","12,220,000",47," ","32,994,000"," "," "," "
2002,"SOUTH CAROLINA",45," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",2.7
2002,"SOUTH DAKOTA",46," "," ",YEAR,"CORN, GRAIN","3,250,000","308,750,000",95," ","669,988,000"," "," "," "
2002,"SOUTH DAKOTA",46," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",2.17
2002,TENNESSEE,47," "," ",YEAR,"CORN, GRAIN","610,000","65,270,000",107," ","168,397,000"," "," "," "
2002,TENNESSEE,47," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",2.58
2002,TEXAS,48," "," ",YEAR,"CORN, GRAIN","1,790,000","202,270,000",113," ","519,834,000"," "," "," "
2002,TEXAS,48," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",2.57
2002,UTAH,49," "," ",YEAR,"CORN, GRAIN","16,000","2,272,000",142," ","7,225,000"," "," "," "
2002,UTAH,49," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",3.18
2002,VIRGINIA,51," "," ",YEAR,"CORN, GRAIN","325,000","22,100,000",68," ","60,333,000"," "," "," "
2002,VIRGINIA,51," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",2.73
2002,WASHINGTON,53," "," ",YEAR,"CORN, GRAIN","70,000","13,300,000",190," ","37,772,000"," "," "," "
2002,WASHINGTON,53," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",2.84
2002,"WEST VIRGINIA",54," "," ",YEAR,"CORN, GRAIN","30,000","3,150,000",105," ","8,978,000"," "," "," "
2002,"WEST VIRGINIA",54," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",2.85
2002,WISCONSIN,55," "," ",YEAR,"CORN, GRAIN","2,900,000","391,500,000",135," ","869,130,000"," "," "," "
2002,WISCONSIN,55," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",2.22
2002,WYOMING,56," "," ",YEAR,"CORN, GRAIN","35,000","4,165,000",119," ","10,829,000"," "," "," "
2002,WYOMING,56," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",2.6
2003,ALABAMA,01," "," ",YEAR,"CORN, GRAIN","190,000","23,180,000",122," ","54,705,000"," "," "," "
2003,ALABAMA,01," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",2.36
2003,ARIZONA,04," "," ",YEAR,"CORN, GRAIN","22,000","4,180,000",190," ","13,710,000"," "," "," "
2003,ARIZONA,04," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",3.28
2003,ARKANSAS,05," "," ",YEAR,"CORN, GRAIN","350,000","49,000,000",140," ","116,130,000"," "," "," "
2003,ARKANSAS,05," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",2.37
2003,CALIFORNIA,06," "," ",YEAR,"CORN, GRAIN","140,000","22,400,000",160," ","64,960,000"," "," "," "
2003,CALIFORNIA,06," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",2.9
2003,COLORADO,08," "," ",YEAR,"CORN, GRAIN","890,000","120,150,000",135," ","299,174,000"," "," "," "
2003,COLORADO,08," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",2.49
2003,DELAWARE,10," "," ",YEAR,"CORN, GRAIN","162,000","19,926,000",123," ","57,188,000"," "," "," "
2003,DELAWARE,10," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",2.87
2003,FLORIDA,12," "," ",YEAR,"CORN, GRAIN","39,000","3,198,000",82," ","8,155,000"," "," "," "
2003,FLORIDA,12," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",2.55
2003,GEORGIA,13," "," ",YEAR,"CORN, GRAIN","290,000","36,540,000",126," ","89,523,000"," "," "," "
2003,GEORGIA,13," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",2.45
2003,IDAHO,16," "," ",YEAR,"CORN, GRAIN","50,000","7,000,000",140," ","20,580,000"," "," "," "
2003,IDAHO,16," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",2.94
2003,ILLINOIS,17," "," ",YEAR,"CORN, GRAIN","11,050,000","1,812,200,000",164," ","4,385,524,000"," "," "," "
2003,ILLINOIS,17," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",2.42
2003,INDIANA,18," "," ",YEAR,"CORN, GRAIN","5,390,000","786,940,000",146," ","1,990,958,000"," "," "," "
2003,INDIANA,18," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",2.53
2003,IOWA,19," "," ",YEAR,"CORN, GRAIN","11,900,000","1,868,300,000",157," ","4,427,871,000"," "," "," "
2003,IOWA,19," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",2.37
2003,KANSAS,20," "," ",YEAR,"CORN, GRAIN","2,500,000","300,000,000",120," ","753,000,000"," "," "," "
2003,KANSAS,20," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",2.51
2003,KENTUCKY,21," "," ",YEAR,"CORN, GRAIN","1,080,000","147,960,000",137," ","374,339,000"," "," "," "
2003,KENTUCKY,21," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",2.53
2003,LOUISIANA,22," "," ",YEAR,"CORN, GRAIN","500,000","67,000,000",134," ","160,800,000"," "," "," "
2003,LOUISIANA,22," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",2.4
2003,MARYLAND,24," "," ",YEAR,"CORN, GRAIN","410,000","50,430,000",123," ","142,717,000"," "," "," "
2003,MARYLAND,24," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",2.83
2003,MICHIGAN,26," "," ",YEAR,"CORN, GRAIN","2,030,000","259,840,000",128," ","615,821,000"," "," "," "
2003,MICHIGAN,26," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",2.37
2003,MINNESOTA,27," "," ",YEAR,"CORN, GRAIN","6,650,000","970,900,000",146," ","2,281,615,000"," "," "," "
2003,MINNESOTA,27," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",2.35
2003,MISSISSIPPI,28," "," ",YEAR,"CORN, GRAIN","530,000","70,490,000",133," ","160,717,000"," "," "," "
2003,MISSISSIPPI,28," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",2.28
2003,MISSOURI,29," "," ",YEAR,"CORN, GRAIN","2,800,000","302,400,000",108," ","743,904,000"," "," "," "
2003,MISSOURI,29," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",2.46
2003,MONTANA,30," "," ",YEAR,"CORN, GRAIN","17,000","2,380,000",140," ","6,307,000"," "," "," "
2003,MONTANA,30," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",2.65
2003,NEBRASKA,31," "," ",YEAR,"CORN, GRAIN","7,700,000","1,124,200,000",146," ","2,686,838,000"," "," "," "
2003,NEBRASKA,31," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",2.39
2003,"NEW JERSEY",34," "," ",YEAR,"CORN, GRAIN","61,000","6,893,000",113," ","19,369,000"," "," "," "
2003,"NEW JERSEY",34," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",2.81
2003,"NEW MEXICO",35," "," ",YEAR,"CORN, GRAIN","48,000","8,640,000",180," ","25,574,000"," "," "," "
2003,"NEW MEXICO",35," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",2.96
2003,"NEW YORK",36," "," ",YEAR,"CORN, GRAIN","440,000","53,240,000",121," ","150,137,000"," "," "," "
2003,"NEW YORK",36," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",2.82
2003,"NORTH CAROLINA",37," "," ",YEAR,"CORN, GRAIN","680,000","72,080,000",106," ","193,174,000"," "," "," "
2003,"NORTH CAROLINA",37," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",2.68
2003,"NORTH DAKOTA",38," "," ",YEAR,"CORN, GRAIN","1,170,000","131,040,000",112," ","310,565,000"," "," "," "
2003,"NORTH DAKOTA",38," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",2.37
2003,OHIO,39," "," ",YEAR,"CORN, GRAIN","3,070,000","478,920,000",156," ","1,173,354,000"," "," "," "
2003,OHIO,39," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",2.45
2003,OKLAHOMA,40," "," ",YEAR,"CORN, GRAIN","190,000","23,750,000",125," ","61,750,000"," "," "," "
2003,OKLAHOMA,40," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",2.6
2003,OREGON,41," "," ",YEAR,"CORN, GRAIN","30,000","5,100,000",170," ","15,708,000"," "," "," "
2003,OREGON,41," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",3.08
2003,PENNSYLVANIA,42," "," ",YEAR,"CORN, GRAIN","890,000","102,350,000",115," ","302,956,000"," "," "," "
2003,PENNSYLVANIA,42," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",2.96
2003,"SOUTH CAROLINA",45," "," ",YEAR,"CORN, GRAIN","215,000","22,575,000",105," ","60,953,000"," "," "," "
2003,"SOUTH CAROLINA",45," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",2.7
2003,"SOUTH DAKOTA",46," "," ",YEAR,"CORN, GRAIN","3,850,000","427,350,000",111," ","974,358,000"," "," "," "
2003,"SOUTH DAKOTA",46," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",2.28
2003,TENNESSEE,47," "," ",YEAR,"CORN, GRAIN","620,000","81,220,000",131," ","192,491,000"," "," "," "
2003,TENNESSEE,47," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",2.37
2003,TEXAS,48," "," ",YEAR,"CORN, GRAIN","1,650,000","194,700,000",118," ","504,273,000"," "," "," "
2003,TEXAS,48," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",2.59
2003,UTAH,49," "," ",YEAR,"CORN, GRAIN","13,000","2,015,000",155," ","6,025,000"," "," "," "
2003,UTAH,49," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",2.99
2003,VIRGINIA,51," "," ",YEAR,"CORN, GRAIN","330,000","37,950,000",115," ","97,532,000"," "," "," "
2003,VIRGINIA,51," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",2.57
2003,WASHINGTON,53," "," ",YEAR,"CORN, GRAIN","70,000","13,650,000",195," ","40,950,000"," "," "," "
2003,WASHINGTON,53," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",3
2003,"WEST VIRGINIA",54," "," ",YEAR,"CORN, GRAIN","27,000","3,105,000",115," ","8,446,000"," "," "," "
2003,"WEST VIRGINIA",54," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",2.72
2003,WISCONSIN,55," "," ",YEAR,"CORN, GRAIN","2,850,000","367,650,000",129," ","863,978,000"," "," "," "
2003,WISCONSIN,55," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",2.35
2003,WYOMING,56," "," ",YEAR,"CORN, GRAIN","50,000","6,450,000",129," ","16,125,000"," "," "," "
2003,WYOMING,56," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",2.5
2004,ALABAMA,01," "," ",YEAR,"CORN, GRAIN","195,000","23,985,000",123," ","59,483,000"," "," "," "
2004,ALABAMA,01," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",2.48
2004,ARIZONA,04," "," ",YEAR,"CORN, GRAIN","27,000","4,860,000",180," ","14,726,000"," "," "," "
2004,ARIZONA,04," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",3.03
2004,ARKANSAS,05," "," ",YEAR,"CORN, GRAIN","305,000","42,700,000",140," ","102,053,000"," "," "," "
2004,ARKANSAS,05," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",2.39
2004,CALIFORNIA,06," "," ",YEAR,"CORN, GRAIN","150,000","26,250,000",175," ","69,563,000"," "," "," "
2004,CALIFORNIA,06," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",2.65
2004,COLORADO,08," "," ",YEAR,"CORN, GRAIN","1,040,000","140,400,000",135," ","313,092,000"," "," "," "
2004,COLORADO,08," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",2.23
2004,DELAWARE,10," "," ",YEAR,"CORN, GRAIN","153,000","23,256,000",152," ","50,931,000"," "," "," "
2004,DELAWARE,10," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",2.19
2004,FLORIDA,12," "," ",YEAR,"CORN, GRAIN","32,000","2,880,000",90," ","6,624,000"," "," "," "
2004,FLORIDA,12," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",2.3
2004,GEORGIA,13," "," ",YEAR,"CORN, GRAIN","280,000","35,840,000",128," ","78,848,000"," "," "," "
2004,GEORGIA,13," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",2.2
2004,IDAHO,16," "," ",YEAR,"CORN, GRAIN","75,000","13,125,000",175," ","37,013,000"," "," "," "
2004,IDAHO,16," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",2.82
2004,ILLINOIS,17," "," ",YEAR,"CORN, GRAIN","11,600,000","2,088,000,000",180," ","4,468,320,000"," "," "," "
2004,ILLINOIS,17," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",2.14
2004,INDIANA,18," "," ",YEAR,"CORN, GRAIN","5,530,000","929,040,000",168," ","1,848,790,000"," "," "," "
2004,INDIANA,18," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",1.99
2004,IOWA,19," "," ",YEAR,"CORN, GRAIN","12,400,000","2,244,400,000",181," ","4,466,356,000"," "," "," "
2004,IOWA,19," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",1.99
2004,KANSAS,20," "," ",YEAR,"CORN, GRAIN","2,880,000","432,000,000",150," ","915,840,000"," "," "," "
2004,KANSAS,20," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",2.12
2004,KENTUCKY,21," "," ",YEAR,"CORN, GRAIN","1,140,000","173,280,000",152," ","388,147,000"," "," "," "
2004,KENTUCKY,21," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",2.24
2004,LOUISIANA,22," "," ",YEAR,"CORN, GRAIN","410,000","55,350,000",135," ","135,608,000"," "," "," "
2004,LOUISIANA,22," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",2.45
2004,MARYLAND,24," "," ",YEAR,"CORN, GRAIN","425,000","65,025,000",153," ","141,104,000"," "," "," "
2004,MARYLAND,24," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",2.17
2004,MICHIGAN,26," "," ",YEAR,"CORN, GRAIN","1,920,000","257,280,000",134," ","506,842,000"," "," "," "
2004,MICHIGAN,26," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",1.97
2004,MINNESOTA,27," "," ",YEAR,"CORN, GRAIN","7,050,000","1,120,950,000",159," ","2,174,643,000"," "," "," "
2004,MINNESOTA,27," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",1.94
2004,MISSISSIPPI,28," "," ",YEAR,"CORN, GRAIN","440,000","58,520,000",133," ","142,204,000"," "," "," "
2004,MISSISSIPPI,28," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",2.43
2004,MISSOURI,29," "," ",YEAR,"CORN, GRAIN","2,880,000","466,560,000",162," ","947,117,000"," "," "," "
2004,MISSOURI,29," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",2.03
2004,MONTANA,30," "," ",YEAR,"CORN, GRAIN","15,000","2,145,000",143," ","5,191,000"," "," "," "
2004,MONTANA,30," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",2.42
2004,NEBRASKA,31," "," ",YEAR,"CORN, GRAIN","7,950,000","1,319,700,000",166," ","2,665,794,000"," "," "," "
2004,NEBRASKA,31," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",2.02
2004,"NEW JERSEY",34," "," ",YEAR,"CORN, GRAIN","72,000","10,296,000",143," ","22,651,000"," "," "," "
2004,"NEW JERSEY",34," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",2.2
2004,"NEW MEXICO",35," "," ",YEAR,"CORN, GRAIN","58,000","10,440,000",180," ","25,056,000"," "," "," "
2004,"NEW MEXICO",35," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",2.4
2004,"NEW YORK",36," "," ",YEAR,"CORN, GRAIN","500,000","61,000,000",122," ","144,570,000"," "," "," "
2004,"NEW YORK",36," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",2.37
2004,"NORTH CAROLINA",37," "," ",YEAR,"CORN, GRAIN","740,000","86,580,000",117," ","211,255,000"," "," "," "
2004,"NORTH CAROLINA",37," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",2.44
2004,"NORTH DAKOTA",38," "," ",YEAR,"CORN, GRAIN","1,150,000","120,750,000",105," ","227,010,000"," "," "," "
2004,"NORTH DAKOTA",38," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",1.88
2004,OHIO,39," "," ",YEAR,"CORN, GRAIN","3,110,000","491,380,000",158," ","1,002,415,000"," "," "," "
2004,OHIO,39," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",2.04
2004,OKLAHOMA,40," "," ",YEAR,"CORN, GRAIN","200,000","30,000,000",150," ","75,900,000"," "," "," "
2004,OKLAHOMA,40," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",2.53
2004,OREGON,41," "," ",YEAR,"CORN, GRAIN","28,000","4,760,000",170," ","13,090,000"," "," "," "
2004,OREGON,41," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",2.75
2004,PENNSYLVANIA,42," "," ",YEAR,"CORN, GRAIN","980,000","137,200,000",140," ","308,700,000"," "," "," "
2004,PENNSYLVANIA,42," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",2.25
2004,"SOUTH CAROLINA",45," "," ",YEAR,"CORN, GRAIN","295,000","29,500,000",100," ","67,850,000"," "," "," "
2004,"SOUTH CAROLINA",45," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",2.3
2004,"SOUTH DAKOTA",46," "," ",YEAR,"CORN, GRAIN","4,150,000","539,500,000",130," ","981,890,000"," "," "," "
2004,"SOUTH DAKOTA",46," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",1.82
2004,TENNESSEE,47," "," ",YEAR,"CORN, GRAIN","615,000","86,100,000",140," ","186,837,000"," "," "," "
2004,TENNESSEE,47," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",2.17
2004,TEXAS,48," "," ",YEAR,"CORN, GRAIN","1,680,000","233,520,000",139," ","607,152,000"," "," "," "
2004,TEXAS,48," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",2.6
2004,UTAH,49," "," ",YEAR,"CORN, GRAIN","12,000","1,860,000",155," ","4,762,000"," "," "," "
2004,UTAH,49," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",2.56
2004,VIRGINIA,51," "," ",YEAR,"CORN, GRAIN","360,000","52,200,000",145," ","113,274,000"," "," "," "
2004,VIRGINIA,51," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",2.17
2004,WASHINGTON,53," "," ",YEAR,"CORN, GRAIN","105,000","21,000,000",200," ","62,370,000"," "," "," "
2004,WASHINGTON,53," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",2.97
2004,"WEST VIRGINIA",54," "," ",YEAR,"CORN, GRAIN","29,000","3,799,000",131," ","8,358,000"," "," "," "
2004,"WEST VIRGINIA",54," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",2.2
2004,WISCONSIN,55," "," ",YEAR,"CORN, GRAIN","2,600,000","353,600,000",136," ","760,240,000"," "," "," "
2004,WISCONSIN,55," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",2.15
2004,WYOMING,56," "," ",YEAR,"CORN, GRAIN","50,000","6,550,000",131," ","16,244,000"," "," "," "
2004,WYOMING,56," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",2.48
2005,ALABAMA,01," "," ",YEAR,"CORN, GRAIN","200,000","23,800,000",119," ","59,500,000"," "," "," "
2005,ALABAMA,01," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",2.5
2005,ARIZONA,04," "," ",YEAR,"CORN, GRAIN","22,000","4,290,000",195," ","13,642,000"," "," "," "
2005,ARIZONA,04," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",3.18
2005,ARKANSAS,05," "," ",YEAR,"CORN, GRAIN","230,000","30,130,000",131," ","64,780,000"," "," "," "
2005,ARKANSAS,05," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",2.15
2005,CALIFORNIA,06," "," ",YEAR,"CORN, GRAIN","130,000","22,360,000",172," ","60,372,000"," "," "," "
2005,CALIFORNIA,06," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",2.7
2005,COLORADO,08," "," ",YEAR,"CORN, GRAIN","950,000","140,600,000",148," ","313,538,000"," "," "," "
2005,COLORADO,08," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",2.23
2005,DELAWARE,10," "," ",YEAR,"CORN, GRAIN","154,000","22,022,000",143," ","49,550,000"," "," "," "
2005,DELAWARE,10," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",2.25
2005,FLORIDA,12," "," ",YEAR,"CORN, GRAIN","28,000","2,632,000",94," ","5,264,000"," "," "," "
2005,FLORIDA,12," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",2
2005,GEORGIA,13," "," ",YEAR,"CORN, GRAIN","230,000","29,440,000",128," ","64,768,000"," "," "," "
2005,GEORGIA,13," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",2.2
2005,IDAHO,16," "," ",YEAR,"CORN, GRAIN","60,000","10,200,000",170," ","27,336,000"," "," "," "
2005,IDAHO,16," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",2.68
2005,ILLINOIS,17," "," ",YEAR,"CORN, GRAIN","11,950,000","1,708,850,000",143," ","3,554,408,000"," "," "," "
2005,ILLINOIS,17," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",2.08
2005,INDIANA,18," "," ",YEAR,"CORN, GRAIN","5,770,000","888,580,000",154," ","1,777,160,000"," "," "," "
2005,INDIANA,18," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",2
2005,IOWA,19," "," ",YEAR,"CORN, GRAIN","12,500,000","2,162,500,000",173," ","4,195,250,000"," "," "," "
2005,IOWA,19," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",1.94
2005,KANSAS,20," "," ",YEAR,"CORN, GRAIN","3,450,000","465,750,000",135," ","964,103,000"," "," "," "
2005,KANSAS,20," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",2.07
2005,KENTUCKY,21," "," ",YEAR,"CORN, GRAIN","1,180,000","155,760,000",132," ","344,230,000"," "," "," "
2005,KENTUCKY,21," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",2.21
2005,LOUISIANA,22," "," ",YEAR,"CORN, GRAIN","330,000","44,880,000",136," ","100,980,000"," "," "," "
2005,LOUISIANA,22," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",2.25
2005,MARYLAND,24," "," ",YEAR,"CORN, GRAIN","400,000","54,000,000",135," ","118,260,000"," "," "," "
2005,MARYLAND,24," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",2.19
2005,MICHIGAN,26," "," ",YEAR,"CORN, GRAIN","2,010,000","287,430,000",143," ","540,368,000"," "," "," "
2005,MICHIGAN,26," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",1.88
2005,MINNESOTA,27," "," ",YEAR,"CORN, GRAIN","6,850,000","1,191,900,000",174," ","2,216,934,000"," "," "," "
2005,MINNESOTA,27," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",1.86
2005,MISSISSIPPI,28," "," ",YEAR,"CORN, GRAIN","365,000","45,990,000",126," ","102,098,000"," "," "," "
2005,MISSISSIPPI,28," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",2.22
2005,MISSOURI,29," "," ",YEAR,"CORN, GRAIN","2,970,000","329,670,000",111," ","669,230,000"," "," "," "
2005,MISSOURI,29," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",2.03
2005,MONTANA,30," "," ",YEAR,"CORN, GRAIN","17,000","2,516,000",148," ","6,391,000"," "," "," "
2005,MONTANA,30," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",2.54
2005,NEBRASKA,31," "," ",YEAR,"CORN, GRAIN","8,250,000","1,270,500,000",154," ","2,439,360,000"," "," "," "
2005,NEBRASKA,31," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",1.92
2005,"NEW JERSEY",34," "," ",YEAR,"CORN, GRAIN","62,000","7,564,000",122," ","16,036,000"," "," "," "
2005,"NEW JERSEY",34," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",2.12
2005,"NEW MEXICO",35," "," ",YEAR,"CORN, GRAIN","55,000","9,625,000",175," ","25,025,000"," "," "," "
2005,"NEW MEXICO",35," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",2.6
2005,"NEW YORK",36," "," ",YEAR,"CORN, GRAIN","460,000","57,040,000",124," ","130,622,000"," "," "," "
